incentive_id,driver_id,incentive_type,offer_date,status,bonus_amount
745,d3510f43-e8e3-47bd-8961-0acbaa10a56c,Quest,2025-12-02T23:02:54.922372+00:00,offered,0.0
746,d3510f43-e8e3-47bd-8961-0acbaa10a56c,Quest,2025-12-12T18:52:46.922372+00:00,offered,0.0
747,d3510f43-e8e3-47bd-8961-0acbaa10a56c,Quest,2025-12-29T21:37:09.922372+00:00,offered,0.0
748,d3510f43-e8e3-47bd-8961-0acbaa10a56c,Quest,2025-12-01T08:12:37.922372+00:00,offered,0.0
749,a9f1f3e1-b790-45ca-91da-296807642e1d,Quest,2025-11-27T03:16:26.922372+00:00,offered,0.0
750,a9f1f3e1-b790-45ca-91da-296807642e1d,Quest,2025-12-16T00:59:41.922372+00:00,offered,0.0
751,a9f1f3e1-b790-45ca-91da-296807642e1d,Quest,2025-11-09T09:35:57.922372+00:00,offered,0.0
752,a9f1f3e1-b790-45ca-91da-296807642e1d,Quest,2025-11-16T13:15:39.922372+00:00,offered,0.0
753,a9f1f3e1-b790-45ca-91da-296807642e1d,Quest,2025-11-13T00:51:50.922372+00:00,offered,0.0
754,a9f1f3e1-b790-45ca-91da-296807642e1d,Quest,2025-12-15T22:20:40.922372+00:00,offered,0.0
755,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2026-01-04T19:43:46.922372+00:00,completed,398.68
756,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-25T01:38:05.922372+00:00,completed,398.68
757,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-04T17:24:11.922372+00:00,completed,398.68
758,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-28T09:14:09.922372+00:00,completed,398.68
759,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-17T08:41:12.922372+00:00,completed,398.68
760,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-08T00:37:09.922372+00:00,completed,398.68
761,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-11-30T12:39:52.922372+00:00,completed,398.68
762,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-11-29T13:49:41.922372+00:00,completed,398.68
763,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-25T13:38:03.922372+00:00,completed,398.68
764,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-03T10:20:14.922372+00:00,completed,398.68
765,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-28T18:05:48.922372+00:00,completed,398.68
766,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-11-29T17:54:16.922372+00:00,completed,398.68
767,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-21T13:44:00.922372+00:00,completed,398.68
768,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-13T19:56:16.922372+00:00,completed,398.68
769,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-31T05:44:26.922372+00:00,completed,398.68
770,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-15T22:32:25.922372+00:00,completed,398.68
771,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-12T21:07:24.922372+00:00,completed,398.68
772,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-02T02:52:08.922372+00:00,completed,398.68
773,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2026-01-01T07:19:31.922372+00:00,completed,398.68
774,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-19T12:36:28.922372+00:00,completed,398.68
775,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-16T14:05:14.922372+00:00,completed,398.68
776,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-25T20:15:17.922372+00:00,offered,0.0
777,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-14T20:22:21.922372+00:00,offered,0.0
778,db06e65f-5acd-4058-8bd5-a626c35f682d,Quest,2025-12-01T05:32:32.922372+00:00,offered,0.0
779,db06e65f-5acd-4058-8bd5-a626c35f682d,EV_bonus,2025-12-25T13:18:54.922372+00:00,completed,1.0
780,db06e65f-5acd-4058-8bd5-a626c35f682d,EV_bonus,2025-12-07T15:07:16.922372+00:00,completed,1.0
781,db06e65f-5acd-4058-8bd5-a626c35f682d,EV_bonus,2025-12-22T07:12:01.922372+00:00,completed,1.0
782,db06e65f-5acd-4058-8bd5-a626c35f682d,EV_bonus,2025-11-28T01:02:33.922372+00:00,completed,1.0
783,db06e65f-5acd-4058-8bd5-a626c35f682d,EV_bonus,2025-12-01T17:01:07.922372+00:00,completed,1.0
784,db06e65f-5acd-4058-8bd5-a626c35f682d,EV_bonus,2025-12-05T22:21:06.922372+00:00,completed,1.0
785,db06e65f-5acd-4058-8bd5-a626c35f682d,EV_bonus,2026-01-03T21:50:01.922372+00:00,completed,1.0
786,db06e65f-5acd-4058-8bd5-a626c35f682d,EV_bonus,2025-12-23T14:04:00.922372+00:00,completed,1.0
787,db06e65f-5acd-4058-8bd5-a626c35f682d,EV_bonus,2025-12-29T06:22:09.922372+00:00,completed,1.0
788,db06e65f-5acd-4058-8bd5-a626c35f682d,EV_bonus,2025-12-27T03:41:17.922372+00:00,completed,1.0
789,db06e65f-5acd-4058-8bd5-a626c35f682d,EV_bonus,2025-12-04T23:34:48.922372+00:00,completed,1.0
790,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-12-22T16:52:48.922372+00:00,completed,103.07
791,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-12-16T00:08:50.922372+00:00,completed,103.07
792,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-12-06T02:10:48.922372+00:00,completed,103.07
793,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-12-26T01:19:29.922372+00:00,completed,103.07
794,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2026-01-02T07:02:41.922372+00:00,completed,103.07
795,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-11-07T08:31:16.922372+00:00,completed,103.07
796,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-12-24T20:28:24.922372+00:00,completed,103.07
797,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-12-20T16:48:09.922372+00:00,completed,103.07
798,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-11-11T18:11:15.922372+00:00,completed,103.07
799,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-12-16T17:43:05.922372+00:00,completed,103.07
800,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-11-05T10:19:25.922372+00:00,completed,103.07
801,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-12-11T17:35:55.922372+00:00,completed,103.07
802,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-11-07T04:10:12.922372+00:00,offered,0.0
803,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-11-07T09:19:20.922372+00:00,offered,0.0
804,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-11-19T21:54:00.922372+00:00,offered,0.0
805,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-12-26T00:25:54.922372+00:00,offered,0.0
806,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-12-17T11:11:15.922372+00:00,offered,0.0
807,a82c419e-7c8e-46bb-aa09-6260d6fb70ac,Quest,2025-12-09T05:10:34.922372+00:00,offered,0.0
808,98209f35-fda9-400c-b13f-d2d85469a107,Quest,2025-12-29T13:42:54.922372+00:00,completed,122.12
809,98209f35-fda9-400c-b13f-d2d85469a107,Quest,2025-12-26T11:23:32.922372+00:00,offered,0.0
810,98209f35-fda9-400c-b13f-d2d85469a107,Quest,2025-11-27T13:35:00.922372+00:00,offered,0.0
811,98209f35-fda9-400c-b13f-d2d85469a107,Quest,2025-12-12T17:37:02.922372+00:00,offered,0.0
812,98209f35-fda9-400c-b13f-d2d85469a107,Quest,2025-12-04T16:12:32.922372+00:00,offered,0.0
813,98209f35-fda9-400c-b13f-d2d85469a107,Quest,2025-11-29T07:35:29.922372+00:00,offered,0.0
814,98209f35-fda9-400c-b13f-d2d85469a107,Quest,2025-11-26T20:41:58.922372+00:00,offered,0.0
815,98209f35-fda9-400c-b13f-d2d85469a107,Quest,2025-12-22T17:03:41.922372+00:00,offered,0.0
816,98209f35-fda9-400c-b13f-d2d85469a107,Quest,2025-12-14T02:21:47.922372+00:00,offered,0.0
817,98209f35-fda9-400c-b13f-d2d85469a107,Quest,2025-12-09T04:04:15.922372+00:00,offered,0.0
818,98209f35-fda9-400c-b13f-d2d85469a107,Quest,2025-12-07T15:25:01.922372+00:00,offered,0.0
819,98209f35-fda9-400c-b13f-d2d85469a107,Quest,2025-12-20T07:34:36.922372+00:00,offered,0.0
820,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2025-10-27T22:52:12.922372+00:00,completed,137.43
821,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2025-10-09T17:22:47.922372+00:00,completed,137.43
822,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2025-11-05T10:50:16.922372+00:00,completed,137.43
823,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2025-11-10T11:52:35.922372+00:00,completed,137.43
824,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2025-12-23T02:18:19.922372+00:00,completed,137.43
825,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2025-10-20T16:49:04.922372+00:00,completed,137.43
826,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2025-11-15T23:36:56.922372+00:00,completed,137.43
827,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2025-12-21T19:28:55.922372+00:00,completed,137.43
828,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2025-12-19T13:03:32.922372+00:00,completed,137.43
829,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2026-01-03T12:06:01.922372+00:00,completed,137.43
830,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2026-01-03T09:40:50.922372+00:00,completed,137.43
831,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2025-11-04T11:55:37.922372+00:00,completed,137.43
832,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2025-11-07T18:06:04.922372+00:00,offered,0.0
833,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2025-12-21T21:43:07.922372+00:00,offered,0.0
834,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2025-12-18T21:21:34.922372+00:00,offered,0.0
835,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2025-11-29T11:53:53.922372+00:00,offered,0.0
836,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2025-11-02T09:07:45.922372+00:00,offered,0.0
837,4e6d59b2-a32a-416a-874e-0600e51c0bda,Quest,2025-10-27T21:19:11.922372+00:00,offered,0.0
838,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-19T06:08:30.922372+00:00,completed,308.55
839,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-13T20:32:01.922372+00:00,completed,308.55
840,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-19T16:12:26.922372+00:00,completed,308.55
841,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-08T06:00:19.922372+00:00,completed,308.55
842,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-14T08:40:05.922372+00:00,completed,308.55
843,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-25T21:04:41.922372+00:00,completed,308.55
844,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-18T00:00:12.922372+00:00,completed,308.55
845,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-25T19:58:43.922372+00:00,completed,308.55
846,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-13T09:19:21.922372+00:00,completed,308.55
847,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-11T15:25:44.922372+00:00,completed,308.55
848,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-21T19:11:04.922372+00:00,completed,308.55
849,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-21T01:16:22.922372+00:00,completed,308.55
850,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-21T10:16:22.922372+00:00,completed,308.55
851,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-30T13:07:25.922372+00:00,completed,308.55
852,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-22T02:17:28.922372+00:00,completed,308.55
853,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-21T02:59:02.922372+00:00,completed,308.55
854,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-09T08:18:27.922372+00:00,completed,308.55
855,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-18T04:49:01.922372+00:00,completed,308.55
856,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-31T09:05:11.922372+00:00,completed,308.55
857,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-27T00:52:51.922372+00:00,completed,308.55
858,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-14T14:30:45.922372+00:00,completed,308.55
859,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-08T06:17:27.922372+00:00,completed,308.55
860,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-31T00:52:21.922372+00:00,completed,308.55
861,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-19T07:31:18.922372+00:00,completed,308.55
862,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-24T10:56:07.922372+00:00,completed,308.55
863,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2026-01-01T20:53:04.922372+00:00,completed,308.55
864,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-28T01:50:34.922372+00:00,completed,308.55
865,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2026-01-02T01:18:56.922372+00:00,offered,0.0
866,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-23T15:27:01.922372+00:00,offered,0.0
867,fa10257a-e0fc-4f03-bec0-c1f51378fb35,Quest,2025-12-12T04:03:44.922372+00:00,offered,0.0
868,fa10257a-e0fc-4f03-bec0-c1f51378fb35,EV_bonus,2025-12-28T13:04:38.922372+00:00,completed,1.0
869,fa10257a-e0fc-4f03-bec0-c1f51378fb35,EV_bonus,2026-01-02T18:18:19.922372+00:00,completed,1.0
870,fa10257a-e0fc-4f03-bec0-c1f51378fb35,EV_bonus,2025-12-09T23:00:14.922372+00:00,completed,1.0
871,fa10257a-e0fc-4f03-bec0-c1f51378fb35,EV_bonus,2026-01-01T05:01:47.922372+00:00,completed,1.0
872,fa10257a-e0fc-4f03-bec0-c1f51378fb35,EV_bonus,2025-12-26T21:00:09.922372+00:00,completed,1.0
873,fa10257a-e0fc-4f03-bec0-c1f51378fb35,EV_bonus,2025-12-17T09:50:02.922372+00:00,completed,1.0
874,fa10257a-e0fc-4f03-bec0-c1f51378fb35,EV_bonus,2025-12-24T21:09:38.922372+00:00,completed,1.0
875,fa10257a-e0fc-4f03-bec0-c1f51378fb35,EV_bonus,2025-12-11T16:00:18.922372+00:00,completed,1.0
876,fa10257a-e0fc-4f03-bec0-c1f51378fb35,EV_bonus,2025-12-28T13:09:04.922372+00:00,completed,1.0
877,fa10257a-e0fc-4f03-bec0-c1f51378fb35,EV_bonus,2025-12-29T15:07:57.922372+00:00,completed,1.0
878,fa10257a-e0fc-4f03-bec0-c1f51378fb35,EV_bonus,2025-12-27T02:08:53.922372+00:00,completed,1.0
879,c23fdd89-f60b-4fa5-a1c9-8203bfd5c01c,Quest,2025-12-17T22:41:11.922372+00:00,offered,0.0
880,c23fdd89-f60b-4fa5-a1c9-8203bfd5c01c,Quest,2025-11-04T09:53:47.922372+00:00,offered,0.0
881,c23fdd89-f60b-4fa5-a1c9-8203bfd5c01c,Quest,2025-07-30T04:58:21.922372+00:00,offered,0.0
882,c23fdd89-f60b-4fa5-a1c9-8203bfd5c01c,Quest,2025-11-10T13:02:37.922372+00:00,offered,0.0
883,c23fdd89-f60b-4fa5-a1c9-8203bfd5c01c,Quest,2025-12-27T22:23:38.922372+00:00,offered,0.0
884,c23fdd89-f60b-4fa5-a1c9-8203bfd5c01c,Quest,2025-10-03T13:59:24.922372+00:00,offered,0.0
885,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-11-22T11:09:13.922372+00:00,completed,105.82
886,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-10-23T07:20:07.922372+00:00,completed,105.82
887,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-11-17T03:32:13.922372+00:00,completed,105.82
888,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-12-16T12:01:20.922372+00:00,completed,105.82
889,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-10-12T07:24:32.922372+00:00,completed,105.82
890,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-11-01T02:55:40.922372+00:00,completed,105.82
891,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-12-19T15:52:53.922372+00:00,completed,105.82
892,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-09-14T18:42:37.922372+00:00,completed,105.82
893,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-10-18T15:40:10.922372+00:00,completed,105.82
894,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-12-07T20:04:49.922372+00:00,completed,105.82
895,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-10-05T10:01:15.922372+00:00,completed,105.82
896,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-12-15T04:38:22.922372+00:00,completed,105.82
897,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-09-23T04:24:49.922372+00:00,completed,105.82
898,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-12-16T14:23:35.922372+00:00,completed,105.82
899,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2026-01-01T08:03:20.922372+00:00,completed,105.82
900,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-10-07T11:30:48.922372+00:00,completed,105.82
901,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-11-29T11:01:34.922372+00:00,offered,0.0
902,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-10-18T22:45:19.922372+00:00,offered,0.0
903,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-11-08T02:37:39.922372+00:00,offered,0.0
904,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-12-30T06:20:44.922372+00:00,offered,0.0
905,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-10-20T07:38:41.922372+00:00,offered,0.0
906,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-10-06T05:26:40.922372+00:00,offered,0.0
907,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-10-11T22:52:35.922372+00:00,offered,0.0
908,fcd2e683-9996-4be1-8c4d-1a465f20807b,Quest,2025-09-15T23:34:24.922372+00:00,offered,0.0
909,953d400d-795e-4ec5-974e-d57c7ffda950,Quest,2025-11-18T13:33:18.922372+00:00,completed,86.45
910,953d400d-795e-4ec5-974e-d57c7ffda950,Quest,2025-12-22T22:10:53.922372+00:00,completed,86.45
911,953d400d-795e-4ec5-974e-d57c7ffda950,Quest,2025-11-21T07:59:31.922372+00:00,offered,0.0
912,953d400d-795e-4ec5-974e-d57c7ffda950,Quest,2025-12-26T04:19:45.922372+00:00,offered,0.0
913,953d400d-795e-4ec5-974e-d57c7ffda950,Quest,2025-10-31T22:44:31.922372+00:00,offered,0.0
914,953d400d-795e-4ec5-974e-d57c7ffda950,Quest,2025-11-11T23:10:31.922372+00:00,offered,0.0
915,953d400d-795e-4ec5-974e-d57c7ffda950,Quest,2025-10-25T13:02:27.922372+00:00,offered,0.0
916,953d400d-795e-4ec5-974e-d57c7ffda950,Quest,2025-12-20T10:54:19.922372+00:00,offered,0.0
917,953d400d-795e-4ec5-974e-d57c7ffda950,Quest,2025-11-05T22:45:42.922372+00:00,offered,0.0
918,953d400d-795e-4ec5-974e-d57c7ffda950,Quest,2025-11-10T03:30:07.922372+00:00,offered,0.0
919,953d400d-795e-4ec5-974e-d57c7ffda950,Quest,2025-12-04T14:20:54.922372+00:00,offered,0.0
920,953d400d-795e-4ec5-974e-d57c7ffda950,Quest,2025-11-10T19:30:16.922372+00:00,offered,0.0
921,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-11-08T22:22:15.922372+00:00,completed,95.95
922,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-11-13T04:13:34.922372+00:00,completed,95.95
923,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-12-24T05:13:45.922372+00:00,completed,95.95
924,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-12-19T19:11:12.922372+00:00,completed,95.95
925,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-11-13T19:13:27.922372+00:00,completed,95.95
926,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-11-24T05:28:00.922372+00:00,completed,95.95
927,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-12-25T08:41:50.922372+00:00,completed,95.95
928,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-12-11T16:07:09.922372+00:00,completed,95.95
929,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-11-12T04:25:51.922372+00:00,completed,95.95
930,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-12-22T18:24:40.922372+00:00,completed,95.95
931,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2026-01-04T05:29:19.922372+00:00,completed,95.95
932,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-12-04T16:32:40.922372+00:00,completed,95.95
933,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-12-17T16:25:40.922372+00:00,completed,95.95
934,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-11-13T00:55:31.922372+00:00,completed,95.95
935,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-12-09T06:24:35.922372+00:00,completed,95.95
936,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-11-20T02:09:33.922372+00:00,completed,95.95
937,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-11-30T21:55:55.922372+00:00,offered,0.0
938,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-12-21T12:28:27.922372+00:00,offered,0.0
939,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-12-26T21:20:13.922372+00:00,offered,0.0
940,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-11-15T23:36:12.922372+00:00,offered,0.0
941,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-11-20T19:15:25.922372+00:00,offered,0.0
942,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-12-01T10:38:05.922372+00:00,offered,0.0
943,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-11-13T23:59:17.922372+00:00,offered,0.0
944,80fe0afb-b71d-4879-acc8-5322e66da66f,Quest,2025-12-19T13:55:58.922372+00:00,offered,0.0
945,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-11-24T21:08:59.922372+00:00,completed,427.2
946,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2026-01-04T13:41:37.922372+00:00,completed,427.2
947,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-11-07T02:18:48.922372+00:00,completed,427.2
948,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-12-19T10:09:31.922372+00:00,completed,427.2
949,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-11-28T16:24:17.922372+00:00,completed,427.2
950,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-12-27T09:25:12.922372+00:00,completed,427.2
951,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-11-26T23:49:29.922372+00:00,completed,427.2
952,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-11-29T09:33:45.922372+00:00,completed,427.2
953,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-11-08T05:07:41.922372+00:00,completed,427.2
954,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-12-19T06:58:38.922372+00:00,completed,427.2
955,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-11-22T07:42:02.922372+00:00,completed,427.2
956,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-11-08T09:53:48.922372+00:00,completed,427.2
957,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-11-30T12:13:25.922372+00:00,completed,427.2
958,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-12-10T09:22:05.922372+00:00,completed,427.2
959,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-12-30T00:55:12.922372+00:00,completed,427.2
960,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2026-01-04T01:03:21.922372+00:00,completed,427.2
961,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2026-01-01T14:43:49.922372+00:00,completed,427.2
962,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2026-01-01T17:10:01.922372+00:00,completed,427.2
963,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-12-21T13:44:04.922372+00:00,completed,427.2
964,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2026-01-03T21:30:51.922372+00:00,completed,427.2
965,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-12-12T07:47:33.922372+00:00,completed,427.2
966,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-11-03T05:00:04.922372+00:00,offered,0.0
967,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-11-10T22:19:07.922372+00:00,offered,0.0
968,33337d89-0d77-4b9f-97e8-bedbd69e0802,Quest,2025-12-09T22:52:46.922372+00:00,offered,0.0
969,33337d89-0d77-4b9f-97e8-bedbd69e0802,EV_bonus,2025-12-24T20:29:35.922372+00:00,completed,1.0
970,33337d89-0d77-4b9f-97e8-bedbd69e0802,EV_bonus,2025-12-02T12:13:03.922372+00:00,completed,1.0
971,33337d89-0d77-4b9f-97e8-bedbd69e0802,EV_bonus,2025-12-11T07:38:28.922372+00:00,completed,1.0
972,33337d89-0d77-4b9f-97e8-bedbd69e0802,EV_bonus,2025-11-24T13:45:03.922372+00:00,completed,1.0
973,33337d89-0d77-4b9f-97e8-bedbd69e0802,EV_bonus,2026-01-02T20:12:53.922372+00:00,completed,1.0
974,33337d89-0d77-4b9f-97e8-bedbd69e0802,EV_bonus,2025-11-24T11:36:37.922372+00:00,completed,1.0
975,33337d89-0d77-4b9f-97e8-bedbd69e0802,EV_bonus,2025-11-16T15:23:31.922372+00:00,completed,1.0
